gene_id	N45G1	N45G2	N45G3	N45G4	N45G5	S45G1	S45G2	S45G3	S45G4	S45G5
UdeG00000015794	0	0	0	57	41	0	0	0	0	0
UdeG00000015795	12	0	0	0	7	0	0	0	0	0
UdeG00000015796	162	170	208	208	335	101	156	151	92	169
UdeG00000015798	2893	3599	3541	3482	3854	3209	4881	3911	2948	3046
UdeG00000015799	39	40	74	175	17	160	52	127	60	105
UdeG00000015800	355	196	304	300	971	160	337	239	174	153
UdeG00000015802	0	0	0	0	0	0	0	0	0	0
UdeG00000015803	45	0	7	0	57	0	0	0	0	0
UdeG00000015804	52	3	14	118	336	0	16	0	0	0
UdeG00000015805	2822	2286	3886	2775	2543	1624	3522	2968	2377	2213
UdeG00000015806	0	0	9	0	0	0	0	0	9	4
UdeG00000015807	0	0	0	0	0	0	0	0	0	0
UdeG00000015808	141	173	203	214	338	139	261	137	202	148
UdeG00000015809	18	9	78	28	42	40	35	45	5	17
UdeG00000015810	7	2	35	16	32	17	8	33	5	6
UdeG00000015811	1429	3390	3190	3183	4729	700	1660	1241	992	1070
UdeG00000015812	966	1372	1387	1158	1260	682	1021	1183	825	970
UdeG00000015813	344	269	381	411	365	223	402	540	360	556
UdeG00000015814	45	38	79	49	86	240	112	134	317	414
UdeG00000015815	0	0	0	11	39	211	231	166	144	217
UdeG00000015816	0	13	0	0	16	107	78	89	35	54
UdeG00000015817	85	146	478	445	669	49	50	77	66	61
UdeG00000015818	86	37	118	69	60	48	42	66	51	53
UdeG00000015819	5135	1440	4445	4324	3316	2735	2261	4142	3026	3070
UdeG00000015820	43	40	173	148	190	17	12	8	10	21
UdeG00000015821	6	4	40	18	5	0	0	0	3	0
UdeG00000015822	407	342	478	509	498	200	271	464	312	378
UdeG00000015823	333	700	480	369	643	376	745	597	497	553
UdeG00000015824	447	430	499	491	836	239	399	717	444	381
UdeG00000015825	740	589	1165	847	1499	655	692	1161	744	526
UdeG00000015826	12	36	0	7	0	34	102	48	39	51
UdeG00000015827	285	275	565	397	450	301	858	724	557	403
UdeG00000015829	1018	1195	1086	1057	1555	869	672	1306	571	530
UdeG00000015830	0	0	0	0	11	8	8	36	4	0
UdeG00000015831	95	66	153	177	107	131	129	138	227	181
UdeG00000015832	0	0	2	0	1	2	1	0	9	2
UdeG00000015833	0	1	2	0	1	5	2	6	4	2
UdeG00000015834	13	29	71	73	93	85	61	28	15	40
UdeG00000015835	0	0	0	0	0	0	0	0	0	0
UdeG00000015836	406	292	530	331	1364	484	320	136	1389	251
UdeG00000015837	0	54	0	0	6	0	23	19	42	18
UdeG00000015838	10	39	0	0	16	7	42	26	26	27
UdeG00000015839	1	6	4	4	4	6	1	3	2	1
UdeG00000015840	0	0	0	0	0	0	0	0	0	0
UdeG00000015841	2	7	4	5	6	7	2	4	1	1
UdeG00000015842	0	0	0	0	0	0	0	0	0	0
UdeG00000015843	2	7	4	4	5	5	1	4	2	2
UdeG00000015844	0	0	0	0	0	0	0	0	0	0
UdeG00000015845	2	5	4	5	5	7	1	4	1	2
UdeG00000015846	0	0	0	0	0	0	0	0	0	0
UdeG00000015847	2	6	3	4	4	5	1	4	2	3
UdeG00000015848	0	0	0	0	0	0	0	0	0	0
UdeG00000015849	1	6	4	4	6	8	1	3	2	2
UdeG00000015850	1183	1037	1968	1312	2194	1492	1856	1805	1180	1076
UdeG00000015851	1697	1726	2594	2455	2113	1838	2710	2291	1307	2222
UdeG00000015852	302	292	341	351	957	264	264	323	188	116
UdeG00000015853	365	521	436	472	468	371	306	416	329	224
UdeG00000015854	73	150	221	252	278	210	167	293	172	340
UdeG00000015855	85	204	255	24	464	158	59	110	69	102
UdeG00000015856	783	732	1032	1504	1686	907	719	1090	761	791
UdeG00000015858	30	34	50	15	90	42	34	276	21	12
UdeG00000015859	819	745	961	573	1178	252	723	894	91	1014
UdeG00000015860	221	163	218	314	427	0	67	51	0	112
UdeG00000015861	29	29	39	41	117	93	42	147	28	84
UdeG00000015862	0	14	6	0	0	88	65	35	74	30
UdeG00000015863	5	15	0	13	19	92	71	95	76	74
UdeG00000015864	0	0	0	0	0	0	0	0	0	0
UdeG00000015865	26	0	12	24	13	5	21	0	12	0
UdeG00000015866	40	43	8	24	43	26	81	39	18	8
UdeG00000015867	30	30	56	63	0	0	11	0	27	10
UdeG00000015869	67	61	197	194	45	70	26	58	39	70
UdeG00000015870	51	37	505	111	966	249	247	440	435	388
UdeG00000015871	322	228	173	422	360	70	85	43	15	53
UdeG00000015872	10	0	0	0	10	0	3	0	0	0
UdeG00000015873	0	0	0	0	0	0	0	0	0	0
UdeG00000015874	23	30	9	29	17	78	27	21	1	7
UdeG00000015875	0	8	0	5	10	23	13	5	9	2
UdeG00000015876	392	135	252	161	41	0	29	25	0	3
UdeG00000015877	15	11	14	5	7	1	1	0	0	1
UdeG00000015878	78	30	27	8	24	55	39	110	44	88
UdeG00000015879	0	0	0	0	0	0	0	0	0	0
UdeG00000015880	4	0	0	2	12	0	0	4	0	5
UdeG00000015881	1	0	0	0	1	0	0	0	1	0
UdeG00000015882	0	0	0	0	0	0	0	0	0	0
UdeG00000015885	13034	9079	12180	15215	17951	5986	6089	7922	3675	4276
UdeG00000015886	48	40	51	22	46	0	18	0	13	5
UdeG00000015887	850	2255	1496	1528	1904	550	696	1114	848	710
UdeG00000015889	108	185	64	58	93	25	96	10	17	53
UdeG00000015890	23	22	33	10	0	4	10	0	7	0
UdeG00000015891	124	167	101	136	159	436	181	311	303	416
UdeG00000015892	2573	844	4798	7801	4094	1473	2787	5372	875	4917
UdeG00000015893	278	293	830	1011	663	408	512	829	368	349
UdeG00000015894	665	775	860	773	860	583	793	678	625	412
UdeG00000015896	115	67	258	73	173	153	154	162	89	82
UdeG00000015897	73	106	111	104	262	86	131	124	46	70
UdeG00000015898	225	161	232	413	274	166	160	395	155	258
UdeG00000015899	187	320	257	624	97	101	138	340	99	14
UdeG00000015900	0	0	0	0	0	0	0	0	0	0
UdeG00000015901	11	0	0	23	0	0	3	0	0	0
UdeG00000015902	0	0	0	0	0	4	0	3	0	0
UdeG00000015903	506	650	795	762	803	577	584	607	612	466
UdeG00000015904	1893	1834	2621	2545	2891	2319	3173	2046	2681	1909
UdeG00000015905	0	0	0	0	0	0	0	0	0	0
UdeG00000015906	0	0	0	0	3	2	0	0	0	1
UdeG00000015907	1	0	1	0	0	0	0	0	0	0
UdeG00000015908	3	0	2	3	2	3	1	0	2	1
UdeG00000015909	0	0	0	0	0	0	0	0	1	0
UdeG00000015910	2	3	3	3	4	3	2	0	2	2
UdeG00000015911	0	0	6	5	0	4	0	0	2	0
UdeG00000015912	2	0	2	2	3	3	0	0	1	0
UdeG00000015913	4	4	5	5	0	3	0	0	3	0
UdeG00000015914	2	0	2	2	5	3	2	3	3	2
UdeG00000015915	4	0	6	5	0	5	0	0	3	0
UdeG00000015916	4	2	3	3	2	3	1	2	3	0
UdeG00000015917	4	4	5	4	0	4	0	0	3	0
UdeG00000015918	1	0	2	3	0	0	0	0	0	0
UdeG00000015919	4	0	6	4	0	4	0	0	3	0
UdeG00000015920	2	2	2	3	3	4	2	0	1	2
UdeG00000015921	5	4	7	4	0	5	0	0	3	3
UdeG00000015922	3	2	2	2	2	0	0	0	2	2
UdeG00000015923	4	0	7	5	0	5	0	0	4	0
UdeG00000015924	3	2	2	4	3	2	2	0	2	3
UdeG00000015925	5	4	6	5	0	5	0	0	3	2
UdeG00000015926	0	0	2	0	2	3	1	0	0	0
UdeG00000015927	4	5	7	4	0	3	0	0	3	2
UdeG00000015928	0	2	2	3	3	0	0	0	1	1
UdeG00000015929	4	4	5	4	0	5	0	0	3	2
UdeG00000015930	2	0	1	1	2	3	2	2	0	0
UdeG00000015931	4	0	6	4	0	4	0	0	0	2
UdeG00000015932	5	3	4	5	2	3	4	0	3	3
UdeG00000015933	4	6	6	4	0	4	0	0	3	0
UdeG00000015934	1	0	6	2	2	2	5	2	3	0
UdeG00000015935	0	0	0	2	0	2	0	0	0	0
UdeG00000015936	1	0	0	0	0	0	2	1	3	1
UdeG00000015937	5	4	6	5	0	5	4	0	3	3
UdeG00000015938	2	2	0	0	2	2	1	2	3	1
UdeG00000015939	1031	984	1344	1788	1202	762	984	1145	995	1022
UdeG00000015941	727	568	1269	1966	1025	1275	1051	1048	816	751
UdeG00000015942	5117	5810	8819	7721	8644	5068	6415	7862	5097	5482
UdeG00000015943	433	583	748	454	735	361	166	503	312	234
UdeG00000015944	100	41	1	85	88	106	59	90	97	37
UdeG00000015945	213	273	335	187	269	78	87	217	111	88
UdeG00000015946	73	249	132	107	48	96	82	214	60	64
UdeG00000015947	2102	2614	1808	3598	5863	3595	3748	5762	2559	3020
UdeG00000015948	117	231	713	87	211	62	142	252	86	121
UdeG00000015949	0	0	0	0	0	0	0	0	0	0
UdeG00000015950	179	419	426	275	365	249	392	468	292	182
UdeG00000015951	0	14	39	4	26	45	49	83	22	22
UdeG00000015953	0	0	13	0	20	0	0	0	0	5
UdeG00000015954	2750	3848	4345	3395	3659	2072	3961	3622	2702	1490
UdeG00000015956	3190	4172	5130	2060	4194	2628	4770	5699	2823	1405
UdeG00000015957	5220	4464	5545	4792	4376	2446	2999	3516	1972	2250
UdeG00000015959	230	391	367	322	378	13	267	367	48	56
UdeG00000015960	5265	5375	7439	5724	8023	5095	5141	5003	3925	3992
UdeG00000015963	14	33	26	60	144	32	99	31	22	63
UdeG00000015964	1283	807	1113	759	414	730	375	470	479	396
UdeG00000015965	1282	1879	1405	1377	1138	519	779	800	334	457
UdeG00000015966	428	339	564	789	812	524	542	546	443	303
UdeG00000015967	415	210	495	595	896	455	689	514	432	297
UdeG00000015968	0	0	0	0	0	0	0	0	0	0
UdeG00000015969	0	0	0	0	0	0	0	0	0	0
UdeG00000015970	0	0	0	0	0	0	0	0	0	0
UdeG00000015971	46	28	12	23	20	8	32	5	14	24
UdeG00000015972	6707	7330	11330	7179	11993	6961	9635	8887	6712	5479
UdeG00000015973	15	27	20	12	10	10	8	15	15	15
UdeG00000015974	903	942	421	1325	893	0	0	0	0	0
UdeG00000015975	361	460	586	840	749	85	181	100	76	20
UdeG00000015976	0	0	0	0	0	0	0	0	0	0
UdeG00000015977	0	0	0	0	0	0	0	0	0	0
UdeG00000015979	3354	3406	6698	10114	7715	9472	8849	5903	5033	4435
UdeG00000015980	1212	244	706	997	177	166	67	108	53	89
UdeG00000015981	268	119	312	47	332	336	1089	27	19	527
UdeG00000015982	148	100	155	241	224	122	123	148	96	64
UdeG00000015983	79	130	211	121	187	72	46	108	36	69
UdeG00000015984	269	114	206	353	188	196	58	194	135	95
UdeG00000015985	106	69	210	348	78	131	68	101	47	79
UdeG00000015986	831	2023	1863	866	531	314	305	279	96	338
UdeG00000015987	0	0	0	9	0	0	0	0	0	0
UdeG00000015988	23	37	18	21	224	0	15	0	0	19
UdeG00000015989	1073	1372	1822	537	1820	7	0	0	0	0
UdeG00000015990	60	58	254	15	189	156	49	383	68	88
UdeG00000015991	21	42	133	0	100	79	40	113	27	22
UdeG00000015993	0	0	0	0	0	0	0	0	0	0
UdeG00000015994	164	37	111	92	126	114	90	107	80	136
UdeG00000015995	388	0	513	1585	34	511	132	126	95	710
UdeG00000015996	276	698	604	1837	792	1371	2470	1432	1004	1458
UdeG00000015997	203	107	213	145	294	951	1258	1027	1119	1050
UdeG00000015998	0	0	0	4	0	0	0	4	0	0
UdeG00000015999	1221	1212	1886	425	1258	77	124	131	195	119
UdeG00000016000	7	7	6	0	46	0	12	20	0	19
UdeG00000016002	0	0	0	0	22	0	0	0	10	0
UdeG00000016003	200	0	80	146	535	91	55	159	131	154
UdeG00000016004	800	908	1839	1982	726	735	670	1295	772	666
UdeG00000016006	1838	2378	3390	2225	2078	1699	1743	2611	1751	1931
UdeG00000016008	959	818	1191	1012	820	806	1018	1002	797	780
UdeG00000016010	1648	1826	2449	1559	2133	1142	2137	1709	2173	1806
UdeG00000016011	565	626	1325	639	790	378	745	604	572	565
UdeG00000016012	1658	1969	2533	2508	2623	1280	2628	2733	1600	1538
UdeG00000016013	764	1418	1376	1006	1118	792	1410	1794	1386	1480
UdeG00000016015	11	20	34	20	21	19	29	3	12	28
UdeG00000016016	100	144	168	129	185	231	162	268	151	198
UdeG00000016018	1186	1998	2055	1303	1491	1406	1454	1262	1202	1192
UdeG00000016021	1209	824	1297	1987	874	1301	1586	1341	1051	1051
UdeG00000016022	0	0	0	0	0	0	0	0	0	0
UdeG00000016023	0	0	0	0	0	0	0	0	0	0
UdeG00000016024	4	0	0	0	0	0	0	0	0	0
UdeG00000016025	0	0	0	0	0	0	0	0	0	0
UdeG00000016027	890	940	1221	1749	1199	1296	1239	1166	995	753
UdeG00000016028	1486	1427	2612	1622	1620	2230	2638	2091	2159	1553
UdeG00000016029	9828	13115	14838	11757	10554	7158	9601	8697	8296	9998
UdeG00000016030	0	0	0	0	0	0	0	0	0	3
UdeG00000016031	11	0	0	0	16	0	0	2	6	5
UdeG00000016032	1	0	2	4	5	1	0	1	1	9
UdeG00000016034	20	44	7	73	44	39	28	94	19	69
UdeG00000016035	5	27	48	25	297	11	3	0	11	10
UdeG00000016036	0	8	0	0	0	0	7	0	0	0
UdeG00000016037	4	1	29	20	9	22	0	21	0	12
UdeG00000016038	370	342	200	173	335	119	246	163	12	88
UdeG00000016039	30	19	40	9	0	8	13	0	12	3
UdeG00000016040	20	39	0	8	69	0	20	24	45	0
UdeG00000016041	11	0	0	0	9	0	0	0	7	7
UdeG00000016043	291	147	135	159	198	68	181	129	0	88
UdeG00000016044	0	0	0	0	0	0	0	0	0	0
UdeG00000016045	0	0	0	0	0	0	0	0	0	6
UdeG00000016046	72	132	234	232	192	227	187	414	174	150
UdeG00000016047	315	458	607	723	764	859	521	1012	441	422
UdeG00000016049	691	435	473	518	785	669	785	717	683	610
UdeG00000016050	456	463	685	824	625	449	463	975	544	839
UdeG00000016052	10	0	0	2	33	0	4	0	0	0
UdeG00000016053	1131	939	1490	2640	2709	1174	1427	1253	1024	1299
UdeG00000016054	63	48	63	79	42	47	98	119	116	97
UdeG00000016055	5	61	19	25	10	24	25	17	19	22
UdeG00000016057	0	0	0	0	6	1	0	9	0	16
UdeG00000016059	186	127	191	171	187	124	275	307	173	191
UdeG00000016060	52	55	29	59	119	24	52	21	35	39
UdeG00000016061	45	8	54	80	172	33	71	74	45	39
UdeG00000016062	156	66	176	220	240	103	104	148	103	131
UdeG00000016063	6	5	14	15	11	7	5	13	5	6
UdeG00000016065	27	88	105	309	405	50	69	50	32	92
UdeG00000016066	6	0	14	24	23	13	0	8	0	8
UdeG00000016067	10	0	9	19	38	7	4	7	7	8
UdeG00000016069	0	0	0	0	7	0	0	14	0	0
UdeG00000016070	0	0	0	0	0	0	0	0	0	0
UdeG00000016071	0	0	7	0	5	0	22	0	28	14
UdeG00000016072	2	0	0	0	0	0	0	0	0	0
UdeG00000016073	0	0	0	0	0	2	0	0	0	0
UdeG00000016074	0	0	0	0	0	1	0	0	0	0
UdeG00000016075	14	30	0	0	26	2	2	3	2	4
UdeG00000016076	0	0	0	0	0	0	0	0	0	0
UdeG00000016077	214	215	101	98	188	114	219	216	265	204
UdeG00000016078	706	384	396	460	600	755	659	678	654	660
UdeG00000016080	303	86	177	294	324	195	207	300	122	131
UdeG00000016081	0	0	0	0	0	0	0	0	5	0
UdeG00000016082	0	17	4	0	0	0	0	0	0	0
UdeG00000016083	373	390	407	644	419	298	743	360	430	530
UdeG00000016084	57	90	129	104	167	120	236	103	129	264
UdeG00000016085	3982	3491	5025	9136	5644	3529	24726	2522	10692	9806
UdeG00000016088	540	489	446	469	347	235	378	392	295	358
UdeG00000016089	0	0	0	0	0	0	0	0	0	0
UdeG00000016090	0	0	0	0	1	0	0	1	0	1
UdeG00000016091	4	0	0	0	0	0	0	0	0	0
UdeG00000016092	0	0	0	0	0	0	0	0	0	0
UdeG00000016093	0	0	0	0	0	0	0	0	0	0
UdeG00000016094	1	4	2	1	1	1	3	3	7	2
UdeG00000016095	1891	2628	4301	4041	2612	2182	3452	1989	1996	2002
UdeG00000016096	25	0	79	0	47	295	226	517	244	241
UdeG00000016097	195	146	142	146	323	126	115	124	81	121
UdeG00000016098	0	0	18	41	41	47	139	125	131	11
UdeG00000016099	6	4	43	16	17	151	158	230	93	214
UdeG00000016100	70	0	59	95	253	248	467	346	503	60
UdeG00000016101	0	0	0	0	0	0	0	0	0	0
UdeG00000016102	381	465	700	660	793	544	757	672	516	644
UdeG00000016103	31	71	14	47	44	57	24	10	27	20
UdeG00000016104	32	26	36	50	76	39	20	76	53	28
UdeG00000016105	20	45	44	114	21	19	13	40	62	17
UdeG00000016106	0	0	12	0	3	0	0	0	0	6
UdeG00000016107	0	0	0	0	0	0	0	0	0	0
UdeG00000016108	0	0	0	0	0	0	0	0	0	0
UdeG00000016110	780	629	603	935	1139	513	771	770	575	746
UdeG00000016111	0	0	0	0	0	14	0	17	0	0
UdeG00000016112	0	0	0	0	0	0	0	0	0	0
UdeG00000016113	13	57	58	66	92	65	144	39	22	13
UdeG00000016114	182	248	193	237	373	269	188	276	212	248
UdeG00000016115	0	0	0	16	0	0	6	0	0	8
UdeG00000016116	0	0	0	47	4	42	23	19	0	96
UdeG00000016117	2771	2405	4764	1641	2527	427	303	2345	1540	421
UdeG00000016118	1426	871	940	855	647	440	541	660	298	547
UdeG00000016119	4130	3828	5940	4565	4584	2887	2550	4369	2889	4667
UdeG00000016121	0	0	0	0	0	0	1	0	0	0
UdeG00000016122	0	5	0	0	0	0	0	0	0	0
UdeG00000016123	5	0	0	44	28	16	46	90	43	52
UdeG00000016124	0	2	0	0	0	1	3	1	0	1
UdeG00000016125	3	3	1	4	25	5	42	4	14	8
UdeG00000016126	0	0	0	0	0	0	0	0	0	0
UdeG00000016127	44	25	26	75	85	48	152	67	145	93
UdeG00000016128	0	0	0	0	0	0	0	0	0	0
UdeG00000016129	2	0	0	1	7	1	1	0	0	0
UdeG00000016130	24	1	9	8	15	0	2	0	6	10
UdeG00000016131	0	0	0	0	0	0	0	0	0	0
UdeG00000016132	0	0	0	0	0	0	0	0	0	0
UdeG00000016133	0	0	0	0	0	0	0	0	0	0
UdeG00000016134	2110	2333	2691	2689	3244	1807	3609	2702	2730	3372
UdeG00000016135	5103	7217	9260	6881	8712	6384	9731	8492	7662	9050
UdeG00000016137	1097	1208	1556	1293	1656	1151	1190	1561	1056	1096
UdeG00000016139	112	178	211	204	539	443	212	347	161	196
UdeG00000016140	666	814	794	878	827	504	907	710	765	878
UdeG00000016141	0	0	0	5	8	0	0	1	0	1
UdeG00000016143	17	7	15	22	23	9	15	9	16	9
UdeG00000016144	79	82	111	98	113	79	143	194	60	105
UdeG00000016145	138	105	111	150	141	53	164	157	142	72
UdeG00000016146	3957	5888	6641	5491	6091	4437	5107	5082	4848	3451
UdeG00000016147	3	2	0	12	48	10	4	11	26	31
UdeG00000016148	0	54	51	53	136	188	158	86	88	156
UdeG00000016149	44	59	15	51	76	38	34	142	57	10
UdeG00000016151	7	8	3	12	6	11	15	15	6	8
UdeG00000016153	830	531	675	1634	864	872	502	1116	324	431
UdeG00000016154	456	969	681	380	948	366	304	553	445	168
UdeG00000016155	212	261	181	294	436	254	166	226	199	228
UdeG00000016156	853	928	946	792	852	997	1033	897	1044	949
UdeG00000016158	1002	1256	1230	1218	1372	780	1547	1666	1087	936
UdeG00000016159	692	713	993	1076	1664	759	758	1099	709	1062
UdeG00000016160	108	20	132	122	302	60	45	72	62	63
UdeG00000016161	138	174	275	686	402	225	343	451	244	373
UdeG00000016162	696	556	991	993	1269	915	1079	1203	743	612
UdeG00000016163	0	0	4	17	62	0	0	0	8	3
UdeG00000016164	0	34	0	3	0	0	0	0	0	0
UdeG00000016165	912	772	1223	1043	1570	695	1065	1549	791	746
UdeG00000016166	106	106	68	108	204	19	136	53	91	145
UdeG00000016167	221	99	74	245	89	207	69	71	103	90
UdeG00000016168	0	0	0	0	0	0	0	0	0	0
UdeG00000016169	213	194	264	258	310	196	338	382	295	289
UdeG00000016170	197	111	203	297	206	77	200	116	53	78
UdeG00000016171	320	155	295	508	578	174	315	350	153	173
UdeG00000016172	0	0	0	0	0	0	0	0	0	0
UdeG00000016173	17	0	0	0	0	0	0	0	0	0
UdeG00000016174	1401	1892	2166	2562	1901	2578	1912	2808	1798	2547
UdeG00000016175	1288	1156	1477	945	1503	1203	1100	1594	911	699
UdeG00000016176	125	122	175	85	171	71	162	103	110	50
UdeG00000016177	504	249	239	712	1332	764	437	606	501	350
UdeG00000016178	74	77	115	49	62	40	82	54	38	93
UdeG00000016179	75	97	191	168	169	97	140	107	78	139
UdeG00000016180	3875	4605	6110	4964	5852	3341	6784	5168	5051	5958
UdeG00000016181	1765	1651	1725	2464	1923	1083	2415	1396	1578	2224
UdeG00000016182	0	0	8	17	57	3	0	9	20	0
UdeG00000016183	315	352	272	199	608	237	220	441	245	342
UdeG00000016184	134	53	103	103	261	100	69	137	82	64
UdeG00000016185	329	232	431	233	377	128	298	383	244	267
UdeG00000016186	312	321	412	271	281	238	220	364	276	284
UdeG00000016187	407	337	418	400	629	151	517	656	393	255
UdeG00000016188	3199	3690	4504	4738	4471	2719	3754	4801	3143	3613
UdeG00000016189	457	538	666	705	902	318	586	629	457	551
UdeG00000016191	115	77	125	56	160	104	132	330	141	43
UdeG00000016192	0	0	0	0	0	0	0	0	0	0
UdeG00000016193	484	680	915	619	898	482	825	1120	723	624
UdeG00000016195	554	725	1046	712	1139	1436	1233	978	910	607
UdeG00000016196	48	107	50	45	83	51	24	34	34	19
UdeG00000016197	6	0	0	0	4	10	0	0	0	4
UdeG00000016198	197	153	302	378	355	433	186	120	179	51
UdeG00000016199	15	0	10	0	9	8	5	20	0	36
UdeG00000016200	18	83	21	0	46	0	7	7	0	4
UdeG00000016202	3906	3717	6061	5001	5428	3469	5125	4284	3758	3055
UdeG00000016203	1493	1484	2480	1993	2376	1373	2065	1914	1685	1129
UdeG00000016205	513	296	323	646	1037	325	525	355	216	197
UdeG00000016207	0	3	0	0	2	0	0	0	118	12
UdeG00000016208	1712	2022	2154	2757	2219	1420	1927	1439	1944	962
UdeG00000016209	0	0	0	0	0	0	0	0	0	0
UdeG00000016210	0	0	0	0	0	0	0	0	0	0
UdeG00000016212	0	0	0	0	0	0	0	0	0	0
UdeG00000016214	0	0	0	0	4	1	1	2	3	1
UdeG00000016215	16	27	23	12	26	14	19	3	3	10
UdeG00000016216	7613	7018	10568	10434	9705	6733	11428	8386	9266	7876
UdeG00000016217	314	273	518	236	422	187	301	285	254	293
UdeG00000016218	0	0	0	0	0	8	3	3	1	8
UdeG00000016219	341	575	652	489	653	869	858	861	621	1436
UdeG00000016221	2553	2669	4470	3395	3917	3289	4033	3884	3278	2852
UdeG00000016222	95	90	175	127	122	95	139	109	62	183
UdeG00000016223	167	25	13	94	139	93	34	51	44	55
UdeG00000016224	2935	2133	3076	2597	2661	3611	2123	3195	1926	2609
UdeG00000016226	1	0	5	2	0	0	0	0	3	0
UdeG00000016227	0	0	0	0	0	0	0	0	0	0
UdeG00000016228	0	0	0	0	0	0	0	0	0	0
UdeG00000016229	0	0	0	0	0	0	0	0	0	0
UdeG00000016230	0	0	0	0	0	9	0	0	0	0
UdeG00000016231	0	0	0	0	0	0	0	0	0	0
UdeG00000016232	0	0	0	0	0	0	0	0	0	0
UdeG00000016233	0	0	0	0	0	0	0	0	0	0
UdeG00000016234	0	0	0	0	0	0	0	0	0	0
UdeG00000016235	0	0	0	0	0	0	0	0	0	0
UdeG00000016236	0	0	0	0	0	0	0	0	0	0
UdeG00000016237	0	0	0	0	0	0	0	0	0	0
UdeG00000016238	1	4	3	1	0	0	0	4	3	0
UdeG00000016239	0	0	0	0	0	0	0	0	0	0
UdeG00000016240	0	0	0	0	0	0	0	0	0	0
UdeG00000016241	15	60	39	13	99	50	21	25	0	16
UdeG00000016242	462	364	655	654	666	292	675	314	411	443
UdeG00000016243	1519	1080	1367	1737	1732	690	1580	825	1149	1035
UdeG00000016244	4927	6499	6816	13875	8580	5503	7470	7040	6668	6189
UdeG00000016245	243	516	866	787	319	221	162	331	260	129
UdeG00000016246	911	1626	2860	1034	1751	1056	841	1845	945	622
UdeG00000016247	59	16	43	39	75	35	30	41	33	38
UdeG00000016248	1013	807	954	742	1114	446	943	1002	593	536
UdeG00000016249	5	1	5	5	21	15	29	1	38	2
UdeG00000016250	1725	1113	2524	1623	1913	1258	1576	1821	1086	716
UdeG00000016251	92	146	141	126	379	136	192	115	80	64
UdeG00000016252	170	321	181	175	234	104	320	263	202	154
UdeG00000016253	358	244	515	363	560	395	592	475	301	234
UdeG00000016254	1711	1222	1704	2396	2707	1390	1454	1865	869	1130
UdeG00000016255	203	38	101	221	254	124	112	126	104	165
UdeG00000016256	18	4	92	37	55	34	14	26	34	28
UdeG00000016257	235	428	803	343	457	222	274	416	336	88
UdeG00000016258	90	51	61	178	204	83	125	72	67	265
UdeG00000016259	13	17	16	22	53	15	16	32	4	15
UdeG00000016260	295	314	621	367	602	363	545	446	468	331
UdeG00000016261	1462	1851	2217	1953	2126	1351	2274	1808	1698	1281
UdeG00000016262	72289	52568	87462	91050	88543	85166	131476	71020	92503	48505
UdeG00000016263	2623	2594	3924	2999	3070	2711	2761	2388	2396	2136
UdeG00000016264	10	0	0	27	0	26	21	14	7	11
UdeG00000016265	1512	1209	2010	1228	541	1336	1035	1026	744	862
UdeG00000016266	0	0	0	0	0	0	2	0	0	0
UdeG00000016267	0	0	0	0	3	1	11	0	0	0
UdeG00000016268	78	111	194	96	212	143	174	207	155	202
UdeG00000016269	615	839	829	532	1352	835	646	752	708	282
UdeG00000016270	702	1071	1044	879	1002	640	773	998	656	740
UdeG00000016271	4	2	42	14	27	0	13	15	0	4
UdeG00000016272	50	10	57	92	113	28	55	29	38	14
UdeG00000016273	113	21	77	108	86	0	66	51	31	24
UdeG00000016274	754	243	804	1058	1078	0	0	0	0	0
UdeG00000016275	113	58	98	82	124	96	220	114	382	236
UdeG00000016276	7	0	0	0	0	1	0	4	6	5
UdeG00000016277	5	49	0	0	8	34	8	12	19	10
UdeG00000016278	14	132	29	47	37	87	18	104	61	86
UdeG00000016279	96	521	291	77	285	236	103	418	70	101
UdeG00000016282	2	67	41	15	0	69	72	211	57	20
UdeG00000016283	515	293	496	479	608	133	314	358	328	209
UdeG00000016284	186	150	211	1263	332	196	381	286	322	501
UdeG00000016285	491	429	704	896	792	489	936	761	689	855
UdeG00000016286	759	737	886	850	1161	766	805	1363	640	367
UdeG00000016287	2038	1658	2401	2640	2853	2249	2541	2084	2119	1706
UdeG00000016288	16065	10307	21934	22565	11385	19937	10553	19419	7024	12844
UdeG00000016289	429	213	477	422	643	335	317	439	283	318
UdeG00000016290	41	37	37	22	68	46	20	54	16	22
UdeG00000016291	9	8	63	25	32	5	23	30	12	0
UdeG00000016292	0	31	22	4	0	6	0	0	0	19
UdeG00000016293	0	7	26	15	20	22	12	15	28	40
UdeG00000016294	0	0	0	0	0	0	0	0	0	0
UdeG00000016295	1222	1659	2211	1311	1402	1794	1251	2909	1260	1465
UdeG00000016296	624	701	1047	1119	951	484	914	644	535	555
UdeG00000016298	923	1165	1482	1109	1122	615	1008	1165	1054	1140
UdeG00000016299	429	547	701	685	674	416	784	782	529	418
UdeG00000016300	822	953	1538	1450	1336	1546	1406	1434	1529	1077
UdeG00000016301	146	212	395	520	599	303	208	350	146	229
UdeG00000016303	46	20	35	91	235	11	38	45	36	45
UdeG00000016304	126	97	92	107	229	143	268	262	94	111
UdeG00000016305	4	0	38	12	18	17	13	11	11	11
UdeG00000016306	0	0	0	0	0	0	0	0	0	0
UdeG00000016307	62	102	106	84	14	3	2	1	0	0
